kapitel,kapitel-text,jahr
1228,Fernstraßen-Bundesamt,2025
1401,Verpflichtungen im Rahmen der Mitgliedschaft zur NATO und zu anderen internationalen Institutionen sowie Maßnahmen im Zusammenhang mit internationalen Einsätzen,2025
1403,"Kommandobehörden und Truppen, Sozialversicherungsbeiträge, Fürsorgemaßnahmen und Versorgung für Soldatinnen und Soldaten",2025
1404,"Wehrforschung, Entwicklung und Erprobung",2025
1405,Militärische Beschaffungen,2025
1491,"Anlage 1 Wirtschaftsplan des Sondervermögens Bundeswehr"" (1491)""",2025
1406,Materialerhaltung der Bundeswehr,2025
1407,Sonstiger Betrieb der Bundeswehr,2025
1408,Unterbringung,2025
1490,Anlage 1 NATO-Sicherheits-Investitionsprogramm in der Bundesrepublik Deutschland - Anlage N (1490),2025
1410,Sonstige Bewilligungen,2025
1411,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
1412,Bundesministerium,2025
1413,"Bundeswehrverwaltung, Universitäten der Bundeswehr, Militärseelsorge usw.",2025
1414,Bundesamt für den Militärischen Abschirmdienst,2025
1501,Gesetzliche Krankenversicherung,2025
1502,Pflegevorsorge und sonstige soziale Sicherung,2025
1503,Prävention und Gesundheitsverbände,2025
1504,Forschungsvorhaben und -einrichtungen,2025
1505,Internationales Gesundheitswesen,2025
1511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
1512,Bundesministerium,2025
1513,Bundesinstitut für Öffentliche Gesundheit,2025
1515,Paul-Ehrlich-Institut,2025
1516,Bundesinstitut für Arzneimittel und Medizinprodukte,2025
1517,Robert Koch-Institut,2025
1601,Umweltschutz,2025
1603,Zwischenlagerung und Endlagerung radioaktiver Abfälle,2025
1604,Naturschutz,2025
1605,Nukleare Sicherheit und Strahlenschutz,2025
1608,Verbraucherpolitik,2025
1611,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
1612,Bundesministerium,2025
1613,Umweltbundesamt,2025
1614,Bundesamt für Naturschutz,2025
1615,Bundesamt für die Sicherheit der nuklearen Entsorgung,2025
1616,Bundesamt für Strahlenschutz,2025
1701,Gesetzliche Leistungen für die Familien,2025
1702,Kinder- und Jugendpolitik,2025
1790,"Anlage 2 Wirtschaftsplan des Sondervermögens Kinderbetreuungsausbau"" (1790)""",2025
1791,"Anlage 3 Wirtschaftsplan des Sondervermögens Ausbau ganztägiger Bildungs- und Betreuungsangebote für Kinder im Grundschulalter"" (1791)""",2025
1703,"Stärkung der Zivilgesellschaft, Familien-, Gleichstellungs- und Seniorenpolitik",2025
1710,Sonstige Bewilligungen,2025
1711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
1712,Bundesministerium,2025
1713,Bundesamt für Familie und zivilgesellschaftliche Aufgaben,2025
1714,Bundeszentrale für Kinder- und Jugendmedienschutz,2025
1715,Antidiskriminierungsstelle des Bundes,2025
1716,Die Unabhängige Beauftragte für Fragen des sexuellen Kindesmissbrauchs,2025
1911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
1912,Bundesverfassungsgericht,2025
2011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
2012,Bundesrechnungshof,2025
2111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
2112,Die Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,2025
2211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
2212,Unabhängiger Kontrollrat,2025
2301,Bilaterale staatliche Entwicklungszusammenarbeit,2025
2302,"Zivilgesellschaftliches, kommunales und wirtschaftliches Engagement",2025
2303,"Europäische Entwicklungszusammenarbeit, Beiträge an die Vereinten Nationen sowie andere internationale Einrichtungen",2025
2304,Beiträge an multilaterale Entwicklungsbanken,2025
2305,"Forschung, Evaluierung und Qualifizierung in der Entwicklungszusammenarbeit",2025
2310,Sonstige Bewilligungen,2025
2311,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
2312,Bundesministerium,2025
2411,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
2412,Bundesministerium,2025
2501,Bau- und Wohnungswesen,2025
2502,Stadtentwicklung und Raumordnung,2025
2503,Hochbau- und Förderungsmaßnahmen in Berlin und Bonn,2025
2511,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
2512,Bundesministerium,2025
2514,Bundesamt für Bauwesen und Raumordnung,2025
3002,"Leistungsfähigkeit des Bildungswesens, Nachwuchsförderung",2025
3003,Wettbewerbsfähigkeit des Wissenschafts- und Innovationssystems,2025
3004,"Forschung für Innovationen, Zukunftsstrategie",2025
3010,Sonstige Bewilligungen,2025
3011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,2025
3012,Bundesministerium,2025
3201,Kreditaufnahme,2025
3205,Verzinsung,2025
3208,"Bürgschaften, Garantien und sonstige Gewährleistungen",2025
6001,Steuern,2025
6090,Anlage 1 Erhebung der Eigenmittel der EU - Anlage E (6090),2025
6002,Allgemeine Bewilligungen,2025
6091,"Anlage 1 Wirtschaftsplan des Sondervermögens Investitions- und Tilgungsfonds (ITF)"" (6091)""",2025
6093,Anlage 2 Wirtschaftsplan des Sondervermögens Infrastruktur und Klimaneutralität (6093),2025
6092,Anlage 3 Wirtschaftsplan des Klima- und Transformationsfonds (6092),2025
6095,"Anlage 4 Wirtschaftsplan des Sondervermögens Aufbauhilfe"" (6095)""",2025
6096,"Anlage 5 Wirtschaftsplan des Sondervermögens Kommunalinvestitionsförderungsfonds"" (6096)""",2025
6098,"Anlage 6 Wirtschaftsplan des Sondervermögens Aufbauhilfe 2021"" (6098)""",2025
6003,Leistungen im Zusammenhang mit der deutschen Einheit,2025
6004,Bundesimmobilienangelegenheiten,2025
6067,Sonstige Versorgungsausgaben,2025
